ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
176,112,121,46,77,10.21197608,56.16101782,8/16/2014 14:15
171,108,126,41,78,10.21197608,56.16101782,8/16/2014 14:20
173,106,130,39,78,10.21197608,56.16101782,8/16/2014 14:25
171,106,128,35,79,10.21197608,56.16101782,8/16/2014 14:30
175,107,129,32,79,10.21197608,56.16101782,8/16/2014 14:35
171,107,126,35,81,10.21197608,56.16101782,8/16/2014 14:40
176,110,122,38,83,10.21197608,56.16101782,8/16/2014 14:45
178,107,127,35,85,10.21197608,56.16101782,8/16/2014 14:50
180,107,132,39,84,10.21197608,56.16101782,8/16/2014 14:55
177,107,127,40,84,10.21197608,56.16101782,8/16/2014 15:00
176,108,127,38,87,10.21197608,56.16101782,8/16/2014 15:05
173,107,132,39,83,10.21197608,56.16101782,8/16/2014 15:10
173,107,133,36,85,10.21197608,56.16101782,8/16/2014 15:15
178,109,132,34,85,10.21197608,56.16101782,8/16/2014 15:20
182,109,134,36,89,10.21197608,56.16101782,8/16/2014 15:25
187,108,132,38,86,10.21197608,56.16101782,8/16/2014 15:30
186,105,137,42,89,10.21197608,56.16101782,8/16/2014 15:35
181,106,138,39,84,10.21197608,56.16101782,8/16/2014 15:40
179,103,137,36,79,10.21197608,56.16101782,8/16/2014 15:45
176,106,139,38,79,10.21197608,56.16101782,8/16/2014 15:50
172,104,138,43,74,10.21197608,56.16101782,8/16/2014 15:55
176,101,142,40,72,10.21197608,56.16101782,8/16/2014 16:00
179,103,141,38,69,10.21197608,56.16101782,8/16/2014 16:05
178,102,140,40,74,10.21197608,56.16101782,8/16/2014 16:10
178,107,144,44,79,10.21197608,56.16101782,8/16/2014 16:15
177,112,148,42,83,10.21197608,56.16101782,8/16/2014 16:20
181,112,151,45,80,10.21197608,56.16101782,8/16/2014 16:25
180,111,154,48,84,10.21197608,56.16101782,8/16/2014 16:30
179,113,150,46,86,10.21197608,56.16101782,8/16/2014 16:35
179,115,155,49,87,10.21197608,56.16101782,8/16/2014 16:40
177,111,150,52,87,10.21197608,56.16101782,8/16/2014 16:45
176,108,146,57,91,10.21197608,56.16101782,8/16/2014 16:50
172,104,147,58,96,10.21197608,56.16101782,8/16/2014 16:55
172,104,149,63,100,10.21197608,56.16101782,8/16/2014 17:00
171,108,146,68,102,10.21197608,56.16101782,8/16/2014 17:05
169,108,147,67,101,10.21197608,56.16101782,8/16/2014 17:10
165,111,152,69,99,10.21197608,56.16101782,8/16/2014 17:15
165,114,150,73,98,10.21197608,56.16101782,8/16/2014 17:20
170,109,148,70,98,10.21197608,56.16101782,8/16/2014 17:25
170,104,143,70,95,10.21197608,56.16101782,8/16/2014 17:30
175,100,142,72,94,10.21197608,56.16101782,8/16/2014 17:35
176,96,140,75,92,10.21197608,56.16101782,8/16/2014 17:40
179,92,143,73,92,10.21197608,56.16101782,8/16/2014 17:45
181,88,138,72,89,10.21197608,56.16101782,8/16/2014 17:50
180,90,139,75,84,10.21197608,56.16101782,8/16/2014 17:55
179,88,143,73,88,10.21197608,56.16101782,8/16/2014 18:00
179,93,143,76,85,10.21197608,56.16101782,8/16/2014 18:05
174,90,140,75,86,10.21197608,56.16101782,8/16/2014 18:10
176,92,143,80,82,10.21197608,56.16101782,8/16/2014 18:15
175,91,146,82,78,10.21197608,56.16101782,8/16/2014 18:20
176,87,143,84,81,10.21197608,56.16101782,8/16/2014 18:25
174,87,143,82,84,10.21197608,56.16101782,8/16/2014 18:30
177,88,145,83,79,10.21197608,56.16101782,8/16/2014 18:35
177,88,140,80,83,10.21197608,56.16101782,8/16/2014 18:40
178,89,141,76,81,10.21197608,56.16101782,8/16/2014 18:45
177,90,139,78,77,10.21197608,56.16101782,8/16/2014 18:50
175,92,140,80,81,10.21197608,56.16101782,8/16/2014 18:55
173,88,135,85,82,10.21197608,56.16101782,8/16/2014 19:00
172,86,137,82,81,10.21197608,56.16101782,8/16/2014 19:05
171,81,136,81,76,10.21197608,56.16101782,8/16/2014 19:10
175,83,135,77,81,10.21197608,56.16101782,8/16/2014 19:15
171,83,134,76,82,10.21197608,56.16101782,8/16/2014 19:20
169,81,136,77,87,10.21197608,56.16101782,8/16/2014 19:25
173,81,132,73,82,10.21197608,56.16101782,8/16/2014 19:30
178,83,128,73,79,10.21197608,56.16101782,8/16/2014 19:35
177,79,124,72,83,10.21197608,56.16101782,8/16/2014 19:40
176,83,120,77,79,10.21197608,56.16101782,8/16/2014 19:45
175,81,125,81,79,10.21197608,56.16101782,8/16/2014 19:50
174,80,123,81,84,10.21197608,56.16101782,8/16/2014 19:55
172,76,122,82,84,10.21197608,56.16101782,8/16/2014 20:00
168,76,127,85,83,10.21197608,56.16101782,8/16/2014 20:05
170,75,127,85,80,10.21197608,56.16101782,8/16/2014 20:10
174,76,130,82,78,10.21197608,56.16101782,8/16/2014 20:15
176,80,127,79,80,10.21197608,56.16101782,8/16/2014 20:20
177,77,126,82,80,10.21197608,56.16101782,8/16/2014 20:25
178,74,128,77,84,10.21197608,56.16101782,8/16/2014 20:30
175,70,133,78,89,10.21197608,56.16101782,8/16/2014 20:35
170,71,136,78,85,10.21197608,56.16101782,8/16/2014 20:40
172,76,132,83,81,10.21197608,56.16101782,8/16/2014 20:45
172,72,129,79,86,10.21197608,56.16101782,8/16/2014 20:50
168,77,134,78,85,10.21197608,56.16101782,8/16/2014 20:55
173,80,135,83,84,10.21197608,56.16101782,8/16/2014 21:00
172,80,140,87,84,10.21197608,56.16101782,8/16/2014 21:05
168,76,141,91,86,10.21197608,56.16101782,8/16/2014 21:10
170,74,137,94,81,10.21197608,56.16101782,8/16/2014 21:15
170,72,134,90,82,10.21197608,56.16101782,8/16/2014 21:20
169,74,129,87,84,10.21197608,56.16101782,8/16/2014 21:25
168,72,134,82,89,10.21197608,56.16101782,8/16/2014 21:30
163,75,133,83,94,10.21197608,56.16101782,8/16/2014 21:35
158,73,131,84,99,10.21197608,56.16101782,8/16/2014 21:40
159,74,128,82,99,10.21197608,56.16101782,8/16/2014 21:45
158,75,124,84,100,10.21197608,56.16101782,8/16/2014 21:50
162,77,128,80,96,10.21197608,56.16101782,8/16/2014 21:55
159,74,124,77,100,10.21197608,56.16101782,8/16/2014 22:00
159,74,123,75,96,10.21197608,56.16101782,8/16/2014 22:05
155,77,118,70,92,10.21197608,56.16101782,8/16/2014 22:10
160,78,122,68,94,10.21197608,56.16101782,8/16/2014 22:15
159,80,124,72,93,10.21197608,56.16101782,8/16/2014 22:20
158,77,121,76,96,10.21197608,56.16101782,8/16/2014 22:25
154,82,120,76,98,10.21197608,56.16101782,8/16/2014 22:30
157,85,122,81,96,10.21197608,56.16101782,8/16/2014 22:35
162,86,121,78,93,10.21197608,56.16101782,8/16/2014 22:40
164,83,126,76,94,10.21197608,56.16101782,8/16/2014 22:45
161,81,127,79,89,10.21197608,56.16101782,8/16/2014 22:50
165,81,125,81,89,10.21197608,56.16101782,8/16/2014 22:55
160,78,128,84,88,10.21197608,56.16101782,8/16/2014 23:00
161,83,128,89,85,10.21197608,56.16101782,8/16/2014 23:05
159,80,129,87,86,10.21197608,56.16101782,8/16/2014 23:10
154,82,126,83,86,10.21197608,56.16101782,8/16/2014 23:15
152,78,128,79,89,10.21197608,56.16101782,8/16/2014 23:20
147,74,125,77,90,10.21197608,56.16101782,8/16/2014 23:25
149,76,125,75,91,10.21197608,56.16101782,8/16/2014 23:30
150,78,121,79,94,10.21197608,56.16101782,8/16/2014 23:35
150,76,119,80,98,10.21197608,56.16101782,8/16/2014 23:40
150,74,116,79,93,10.21197608,56.16101782,8/16/2014 23:45
145,75,114,76,96,10.21197608,56.16101782,8/16/2014 23:50
147,74,119,72,100,10.21197608,56.16101782,8/16/2014 23:55
151,73,116,76,101,10.21197608,56.16101782,8/17/2014 0:00
150,70,116,71,102,10.21197608,56.16101782,8/17/2014 0:05
146,69,115,66,100,10.21197608,56.16101782,8/17/2014 0:10
145,71,114,67,97,10.21197608,56.16101782,8/17/2014 0:15
145,74,116,69,100,10.21197608,56.16101782,8/17/2014 0:20
148,71,121,71,98,10.21197608,56.16101782,8/17/2014 0:25
150,69,118,71,100,10.21197608,56.16101782,8/17/2014 0:30
152,72,123,70,105,10.21197608,56.16101782,8/17/2014 0:35
150,75,122,74,105,10.21197608,56.16101782,8/17/2014 0:40
153,76,117,71,109,10.21197608,56.16101782,8/17/2014 0:45
150,75,112,69,114,10.21197608,56.16101782,8/17/2014 0:50
155,71,112,71,119,10.21197608,56.16101782,8/17/2014 0:55
159,76,107,69,123,10.21197608,56.16101782,8/17/2014 1:00
158,80,102,69,121,10.21197608,56.16101782,8/17/2014 1:05
153,75,101,68,117,10.21197608,56.16101782,8/17/2014 1:10
154,77,98,64,118,10.21197608,56.16101782,8/17/2014 1:15
153,82,96,62,120,10.21197608,56.16101782,8/17/2014 1:20
156,81,95,59,117,10.21197608,56.16101782,8/17/2014 1:25
156,83,96,57,122,10.21197608,56.16101782,8/17/2014 1:30
159,87,98,54,126,10.21197608,56.16101782,8/17/2014 1:35
163,85,98,53,123,10.21197608,56.16101782,8/17/2014 1:40
167,88,103,58,128,10.21197608,56.16101782,8/17/2014 1:45
163,88,104,56,128,10.21197608,56.16101782,8/17/2014 1:50
166,86,106,59,130,10.21197608,56.16101782,8/17/2014 1:55
162,81,111,55,133,10.21197608,56.16101782,8/17/2014 2:00
159,77,114,51,138,10.21197608,56.16101782,8/17/2014 2:05
164,81,116,49,139,10.21197608,56.16101782,8/17/2014 2:10
161,78,121,45,138,10.21197608,56.16101782,8/17/2014 2:15
160,75,116,42,141,10.21197608,56.16101782,8/17/2014 2:20
155,73,121,41,139,10.21197608,56.16101782,8/17/2014 2:25
160,74,121,46,139,10.21197608,56.16101782,8/17/2014 2:30
159,74,122,50,141,10.21197608,56.16101782,8/17/2014 2:35
154,71,118,45,139,10.21197608,56.16101782,8/17/2014 2:40
151,67,118,41,144,10.21197608,56.16101782,8/17/2014 2:45
147,64,117,37,142,10.21197608,56.16101782,8/17/2014 2:50
151,59,122,39,145,10.21197608,56.16101782,8/17/2014 2:55
156,55,118,44,143,10.21197608,56.16101782,8/17/2014 3:00
156,50,116,47,139,10.21197608,56.16101782,8/17/2014 3:05
156,53,111,52,140,10.21197608,56.16101782,8/17/2014 3:10
154,48,114,56,137,10.21197608,56.16101782,8/17/2014 3:15
149,44,112,60,135,10.21197608,56.16101782,8/17/2014 3:20
149,45,112,58,134,10.21197608,56.16101782,8/17/2014 3:25
146,44,114,56,129,10.21197608,56.16101782,8/17/2014 3:30
147,39,116,57,130,10.21197608,56.16101782,8/17/2014 3:35
142,39,121,55,135,10.21197608,56.16101782,8/17/2014 3:40
139,36,124,52,134,10.21197608,56.16101782,8/17/2014 3:45
135,31,121,55,137,10.21197608,56.16101782,8/17/2014 3:50
132,31,121,58,132,10.21197608,56.16101782,8/17/2014 3:55
134,34,122,59,131,10.21197608,56.16101782,8/17/2014 4:00
137,33,125,64,136,10.21197608,56.16101782,8/17/2014 4:05
136,38,123,67,141,10.21197608,56.16101782,8/17/2014 4:10
139,36,118,63,143,10.21197608,56.16101782,8/17/2014 4:15
134,37,123,60,145,10.21197608,56.16101782,8/17/2014 4:20
132,36,127,64,148,10.21197608,56.16101782,8/17/2014 4:25
137,38,122,59,149,10.21197608,56.16101782,8/17/2014 4:30
138,42,118,61,144,10.21197608,56.16101782,8/17/2014 4:35
137,45,113,58,139,10.21197608,56.16101782,8/17/2014 4:40
138,48,108,53,144,10.21197608,56.16101782,8/17/2014 4:45
133,46,108,56,144,10.21197608,56.16101782,8/17/2014 4:50
130,43,105,61,147,10.21197608,56.16101782,8/17/2014 4:55
127,42,105,56,152,10.21197608,56.16101782,8/17/2014 5:00
122,43,101,53,156,10.21197608,56.16101782,8/17/2014 5:05
123,40,101,58,151,10.21197608,56.16101782,8/17/2014 5:10
119,40,99,54,149,10.21197608,56.16101782,8/17/2014 5:15
115,42,104,50,154,10.21197608,56.16101782,8/17/2014 5:20
116,47,99,45,159,10.21197608,56.16101782,8/17/2014 5:25
111,42,97,41,157,10.21197608,56.16101782,8/17/2014 5:30
111,39,93,45,161,10.21197608,56.16101782,8/17/2014 5:35
108,37,98,46,162,10.21197608,56.16101782,8/17/2014 5:40
110,35,102,41,162,10.21197608,56.16101782,8/17/2014 5:45
107,33,101,45,157,10.21197608,56.16101782,8/17/2014 5:50
106,35,103,42,161,10.21197608,56.16101782,8/17/2014 5:55
102,31,104,43,161,10.21197608,56.16101782,8/17/2014 6:00
103,29,103,42,166,10.21197608,56.16101782,8/17/2014 6:05
105,27,107,44,169,10.21197608,56.16101782,8/17/2014 6:10
110,25,107,43,172,10.21197608,56.16101782,8/17/2014 6:15
109,20,111,41,167,10.21197608,56.16101782,8/17/2014 6:20
104,25,113,42,171,10.21197608,56.16101782,8/17/2014 6:25
99,23,117,45,176,10.21197608,56.16101782,8/17/2014 6:30
104,26,114,48,177,10.21197608,56.16101782,8/17/2014 6:35
108,25,115,52,172,10.21197608,56.16101782,8/17/2014 6:40
105,21,119,51,177,10.21197608,56.16101782,8/17/2014 6:45
110,22,115,49,175,10.21197608,56.16101782,8/17/2014 6:50
108,22,112,44,170,10.21197608,56.16101782,8/17/2014 6:55
112,22,109,41,171,10.21197608,56.16101782,8/17/2014 7:00
113,24,111,45,175,10.21197608,56.16101782,8/17/2014 7:05
109,27,106,40,171,10.21197608,56.16101782,8/17/2014 7:10
109,26,108,35,173,10.21197608,56.16101782,8/17/2014 7:15
109,27,107,39,172,10.21197608,56.16101782,8/17/2014 7:20
112,28,103,34,171,10.21197608,56.16101782,8/17/2014 7:25
116,32,101,32,170,10.21197608,56.16101782,8/17/2014 7:30
116,35,102,30,167,10.21197608,56.16101782,8/17/2014 7:35
115,40,102,26,164,10.21197608,56.16101782,8/17/2014 7:40
117,38,99,29,165,10.21197608,56.16101782,8/17/2014 7:45
112,33,98,31,164,10.21197608,56.16101782,8/17/2014 7:50
108,30,94,31,168,10.21197608,56.16101782,8/17/2014 7:55
103,35,95,34,170,10.21197608,56.16101782,8/17/2014 8:00
100,35,96,30,168,10.21197608,56.16101782,8/17/2014 8:05
101,38,93,25,167,10.21197608,56.16101782,8/17/2014 8:10
98,35,91,28,165,10.21197608,56.16101782,8/17/2014 8:15
93,40,91,28,165,10.21197608,56.16101782,8/17/2014 8:20
93,45,91,28,161,10.21197608,56.16101782,8/17/2014 8:25
94,49,92,29,157,10.21197608,56.16101782,8/17/2014 8:30
90,53,90,33,154,10.21197608,56.16101782,8/17/2014 8:35
94,58,87,34,156,10.21197608,56.16101782,8/17/2014 8:40
97,58,83,38,156,10.21197608,56.16101782,8/17/2014 8:45
97,59,85,39,155,10.21197608,56.16101782,8/17/2014 8:50
100,56,87,39,152,10.21197608,56.16101782,8/17/2014 8:55
97,53,90,39,147,10.21197608,56.16101782,8/17/2014 9:00
102,51,87,34,152,10.21197608,56.16101782,8/17/2014 9:05
107,48,89,33,156,10.21197608,56.16101782,8/17/2014 9:10
112,46,87,28,161,10.21197608,56.16101782,8/17/2014 9:15
117,51,87,30,161,10.21197608,56.16101782,8/17/2014 9:20
113,53,86,34,156,10.21197608,56.16101782,8/17/2014 9:25
118,54,91,31,159,10.21197608,56.16101782,8/17/2014 9:30
120,53,87,27,156,10.21197608,56.16101782,8/17/2014 9:35
117,50,84,31,159,10.21197608,56.16101782,8/17/2014 9:40
116,55,86,31,154,10.21197608,56.16101782,8/17/2014 9:45
116,60,88,31,149,10.21197608,56.16101782,8/17/2014 9:50
121,56,85,31,153,10.21197608,56.16101782,8/17/2014 9:55
124,54,86,30,151,10.21197608,56.16101782,8/17/2014 10:00
122,57,83,27,155,10.21197608,56.16101782,8/17/2014 10:05
120,61,80,28,154,10.21197608,56.16101782,8/17/2014 10:10
117,66,75,32,149,10.21197608,56.16101782,8/17/2014 10:15
115,61,74,27,149,10.21197608,56.16101782,8/17/2014 10:20
118,56,72,30,153,10.21197608,56.16101782,8/17/2014 10:25
120,54,75,31,153,10.21197608,56.16101782,8/17/2014 10:30
118,52,76,36,157,10.21197608,56.16101782,8/17/2014 10:35
117,54,81,31,153,10.21197608,56.16101782,8/17/2014 10:40
117,57,84,27,150,10.21197608,56.16101782,8/17/2014 10:45
115,52,80,27,146,10.21197608,56.16101782,8/17/2014 10:50
111,52,77,27,144,10.21197608,56.16101782,8/17/2014 10:55
106,48,76,22,145,10.21197608,56.16101782,8/17/2014 11:00
108,44,73,19,148,10.21197608,56.16101782,8/17/2014 11:05
109,40,69,27,152,10.21197608,56.16101782,8/17/2014 11:10
109,36,64,27,156,10.21197608,56.16101782,8/17/2014 11:15
105,36,67,29,155,10.21197608,56.16101782,8/17/2014 11:20
101,39,70,27,156,10.21197608,56.16101782,8/17/2014 11:25
105,34,70,23,156,10.21197608,56.16101782,8/17/2014 11:30
107,36,66,20,153,10.21197608,56.16101782,8/17/2014 11:35
102,39,70,16,158,10.21197608,56.16101782,8/17/2014 11:40
102,35,73,25,161,10.21197608,56.16101782,8/17/2014 11:45
106,37,76,30,156,10.21197608,56.16101782,8/17/2014 11:50
101,40,75,31,161,10.21197608,56.16101782,8/17/2014 11:55
105,40,74,33,166,10.21197608,56.16101782,8/17/2014 12:00
107,45,69,35,166,10.21197608,56.16101782,8/17/2014 12:05
109,50,65,30,168,10.21197608,56.16101782,8/17/2014 12:10
104,52,66,33,168,10.21197608,56.16101782,8/17/2014 12:15
103,50,62,29,164,10.21197608,56.16101782,8/17/2014 12:20
103,52,65,28,163,10.21197608,56.16101782,8/17/2014 12:25
102,55,69,27,165,10.21197608,56.16101782,8/17/2014 12:30
105,57,69,23,170,10.21197608,56.16101782,8/17/2014 12:35
108,59,65,25,169,10.21197608,56.16101782,8/17/2014 12:40
111,64,66,30,169,10.21197608,56.16101782,8/17/2014 12:45
112,68,65,26,170,10.21197608,56.16101782,8/17/2014 12:50
115,69,68,24,173,10.21197608,56.16101782,8/17/2014 12:55
117,66,66,19,175,10.21197608,56.16101782,8/17/2014 13:00
112,66,61,29,171,10.21197608,56.16101782,8/17/2014 13:05
111,63,64,32,168,10.21197608,56.16101782,8/17/2014 13:10
111,62,61,32,166,10.21197608,56.16101782,8/17/2014 13:15
106,62,56,35,170,10.21197608,56.16101782,8/17/2014 13:20
101,66,51,40,172,10.21197608,56.16101782,8/17/2014 13:25
104,63,53,41,175,10.21197608,56.16101782,8/17/2014 13:30
100,66,51,39,172,10.21197608,56.16101782,8/17/2014 13:35
104,65,54,36,171,10.21197608,56.16101782,8/17/2014 13:40
107,62,53,32,169,10.21197608,56.16101782,8/17/2014 13:45
106,57,58,32,164,10.21197608,56.16101782,8/17/2014 13:50
107,53,54,27,164,10.21197608,56.16101782,8/17/2014 13:55
109,49,56,23,168,10.21197608,56.16101782,8/17/2014 14:00
108,46,53,23,166,10.21197608,56.16101782,8/17/2014 14:05
111,42,52,19,169,10.21197608,56.16101782,8/17/2014 14:10
112,45,57,29,171,10.21197608,56.16101782,8/17/2014 14:15
116,41,57,24,174,10.21197608,56.16101782,8/17/2014 14:20
118,39,52,27,172,10.21197608,56.16101782,8/17/2014 14:25
116,34,54,29,175,10.21197608,56.16101782,8/17/2014 14:30
116,30,49,32,174,10.21197608,56.16101782,8/17/2014 14:35
116,34,51,29,178,10.21197608,56.16101782,8/17/2014 14:40
112,31,47,28,178,10.21197608,56.16101782,8/17/2014 14:45
109,30,42,23,176,10.21197608,56.16101782,8/17/2014 14:50
114,33,45,27,171,10.21197608,56.16101782,8/17/2014 14:55
117,36,44,31,176,10.21197608,56.16101782,8/17/2014 15:00
115,39,46,28,172,10.21197608,56.16101782,8/17/2014 15:05
111,34,43,24,171,10.21197608,56.16101782,8/17/2014 15:10
106,30,39,29,169,10.21197608,56.16101782,8/17/2014 15:15
106,29,43,27,166,10.21197608,56.16101782,8/17/2014 15:20
110,29,38,24,169,10.21197608,56.16101782,8/17/2014 15:25
111,25,43,24,168,10.21197608,56.16101782,8/17/2014 15:30
114,30,43,27,168,10.21197608,56.16101782,8/17/2014 15:35
117,35,46,29,167,10.21197608,56.16101782,8/17/2014 15:40
118,40,43,24,171,10.21197608,56.16101782,8/17/2014 15:45
123,40,39,24,171,10.21197608,56.16101782,8/17/2014 15:50
120,41,44,24,166,10.21197608,56.16101782,8/17/2014 15:55
117,38,46,23,169,10.21197608,56.16101782,8/17/2014 16:00
119,33,41,24,168,10.21197608,56.16101782,8/17/2014 16:05
122,32,37,26,168,10.21197608,56.16101782,8/17/2014 16:10
118,30,37,28,171,10.21197608,56.16101782,8/17/2014 16:15
120,34,34,27,170,10.21197608,56.16101782,8/17/2014 16:20
119,38,37,24,166,10.21197608,56.16101782,8/17/2014 16:25
121,33,37,26,163,10.21197608,56.16101782,8/17/2014 16:30
120,33,35,31,162,10.21197608,56.16101782,8/17/2014 16:35
124,35,39,30,161,10.21197608,56.16101782,8/17/2014 16:40
120,33,43,26,158,10.21197608,56.16101782,8/17/2014 16:45
122,38,39,23,161,10.21197608,56.16101782,8/17/2014 16:50
118,41,39,18,159,10.21197608,56.16101782,8/17/2014 16:55
121,45,43,21,161,10.21197608,56.16101782,8/17/2014 17:00
118,45,45,17,157,10.21197608,56.16101782,8/17/2014 17:05
114,50,45,24,156,10.21197608,56.16101782,8/17/2014 17:10
113,54,48,22,155,10.21197608,56.16101782,8/17/2014 17:15
114,57,43,19,158,10.21197608,56.16101782,8/17/2014 17:20
109,54,47,28,157,10.21197608,56.16101782,8/17/2014 17:25
104,56,44,25,152,10.21197608,56.16101782,8/17/2014 17:30
104,58,39,24,149,10.21197608,56.16101782,8/17/2014 17:35
105,59,39,26,149,10.21197608,56.16101782,8/17/2014 17:40
104,64,35,30,144,10.21197608,56.16101782,8/17/2014 17:45
108,63,38,34,142,10.21197608,56.16101782,8/17/2014 17:50
106,65,34,39,137,10.21197608,56.16101782,8/17/2014 17:55
105,66,30,39,138,10.21197608,56.16101782,8/17/2014 18:00
108,65,28,41,140,10.21197608,56.16101782,8/17/2014 18:05
111,64,24,45,136,10.21197608,56.16101782,8/17/2014 18:10
108,63,25,48,138,10.21197608,56.16101782,8/17/2014 18:15
103,58,30,52,139,10.21197608,56.16101782,8/17/2014 18:20
102,57,32,51,144,10.21197608,56.16101782,8/17/2014 18:25
100,57,34,47,145,10.21197608,56.16101782,8/17/2014 18:30
101,60,36,51,144,10.21197608,56.16101782,8/17/2014 18:35
99,62,32,55,144,10.21197608,56.16101782,8/17/2014 18:40
100,67,29,53,144,10.21197608,56.16101782,8/17/2014 18:45
98,72,29,49,147,10.21197608,56.16101782,8/17/2014 18:50
95,71,25,54,151,10.21197608,56.16101782,8/17/2014 18:55
95,76,26,49,151,10.21197608,56.16101782,8/17/2014 19:00
93,78,25,52,146,10.21197608,56.16101782,8/17/2014 19:05
97,80,21,57,143,10.21197608,56.16101782,8/17/2014 19:10
100,85,20,52,143,10.21197608,56.16101782,8/17/2014 19:15
97,82,19,55,146,10.21197608,56.16101782,8/17/2014 19:20
98,86,21,55,146,10.21197608,56.16101782,8/17/2014 19:25
99,86,16,58,148,10.21197608,56.16101782,8/17/2014 19:30
95,89,21,56,149,10.21197608,56.16101782,8/17/2014 19:35
95,91,16,54,151,10.21197608,56.16101782,8/17/2014 19:40
95,90,25,54,150,10.21197608,56.16101782,8/17/2014 19:45
100,92,26,59,154,10.21197608,56.16101782,8/17/2014 19:50
97,88,21,64,150,10.21197608,56.16101782,8/17/2014 19:55
102,91,23,60,155,10.21197608,56.16101782,8/17/2014 20:00
103,86,22,57,155,10.21197608,56.16101782,8/17/2014 20:05
102,91,24,60,150,10.21197608,56.16101782,8/17/2014 20:10
103,94,19,63,153,10.21197608,56.16101782,8/17/2014 20:15
106,99,25,62,155,10.21197608,56.16101782,8/17/2014 20:20
107,96,21,61,160,10.21197608,56.16101782,8/17/2014 20:25
112,95,22,63,160,10.21197608,56.16101782,8/17/2014 20:30
116,95,17,64,156,10.21197608,56.16101782,8/17/2014 20:35
114,98,20,59,152,10.21197608,56.16101782,8/17/2014 20:40
118,100,17,60,154,10.21197608,56.16101782,8/17/2014 20:45
123,101,19,60,152,10.21197608,56.16101782,8/17/2014 20:50
124,103,22,59,147,10.21197608,56.16101782,8/17/2014 20:55
119,107,22,55,149,10.21197608,56.16101782,8/17/2014 21:00
120,110,26,50,152,10.21197608,56.16101782,8/17/2014 21:05
115,115,21,54,154,10.21197608,56.16101782,8/17/2014 21:10
115,115,17,59,153,10.21197608,56.16101782,8/17/2014 21:15
112,115,23,63,148,10.21197608,56.16101782,8/17/2014 21:20
109,113,20,67,150,10.21197608,56.16101782,8/17/2014 21:25
109,108,25,72,153,10.21197608,56.16101782,8/17/2014 21:30
112,111,20,67,152,10.21197608,56.16101782,8/17/2014 21:35
112,110,24,67,151,10.21197608,56.16101782,8/17/2014 21:40
111,107,20,70,146,10.21197608,56.16101782,8/17/2014 21:45
113,109,18,74,141,10.21197608,56.16101782,8/17/2014 21:50
114,112,20,73,143,10.21197608,56.16101782,8/17/2014 21:55
118,114,21,75,145,10.21197608,56.16101782,8/17/2014 22:00
113,117,16,78,143,10.21197608,56.16101782,8/17/2014 22:05
117,112,22,81,144,10.21197608,56.16101782,8/17/2014 22:10
116,116,23,80,142,10.21197608,56.16101782,8/17/2014 22:15
111,114,28,83,147,10.21197608,56.16101782,8/17/2014 22:20
109,109,23,82,145,10.21197608,56.16101782,8/17/2014 22:25
113,104,18,87,145,10.21197608,56.16101782,8/17/2014 22:30
118,105,22,92,149,10.21197608,56.16101782,8/17/2014 22:35
113,100,22,87,146,10.21197608,56.16101782,8/17/2014 22:40
110,100,18,86,144,10.21197608,56.16101782,8/17/2014 22:45
108,101,24,82,148,10.21197608,56.16101782,8/17/2014 22:50
112,99,20,80,146,10.21197608,56.16101782,8/17/2014 22:55
117,95,15,81,145,10.21197608,56.16101782,8/17/2014 23:00
122,100,21,82,140,10.21197608,56.16101782,8/17/2014 23:05
126,98,19,78,136,10.21197608,56.16101782,8/17/2014 23:10
131,99,23,83,131,10.21197608,56.16101782,8/17/2014 23:15
129,103,23,86,134,10.21197608,56.16101782,8/17/2014 23:20
133,101,23,86,137,10.21197608,56.16101782,8/17/2014 23:25
136,100,21,84,138,10.21197608,56.16101782,8/17/2014 23:30
134,97,23,85,141,10.21197608,56.16101782,8/17/2014 23:35
135,95,21,85,142,10.21197608,56.16101782,8/17/2014 23:40
137,97,19,80,146,10.21197608,56.16101782,8/17/2014 23:45
133,99,22,85,146,10.21197608,56.16101782,8/17/2014 23:50
134,102,17,81,143,10.21197608,56.16101782,8/17/2014 23:55
135,105,20,84,145,10.21197608,56.16101782,8/18/2014 0:00
133,104,24,80,141,10.21197608,56.16101782,8/18/2014 0:05
129,104,23,81,146,10.21197608,56.16101782,8/18/2014 0:10
129,106,28,82,151,10.21197608,56.16101782,8/18/2014 0:15
131,106,32,81,155,10.21197608,56.16101782,8/18/2014 0:20
136,103,28,76,154,10.21197608,56.16101782,8/18/2014 0:25
140,100,25,73,152,10.21197608,56.16101782,8/18/2014 0:30
138,105,21,75,149,10.21197608,56.16101782,8/18/2014 0:35
135,102,22,80,144,10.21197608,56.16101782,8/18/2014 0:40
137,105,20,76,141,10.21197608,56.16101782,8/18/2014 0:45
132,100,18,79,144,10.21197608,56.16101782,8/18/2014 0:50
127,100,22,80,145,10.21197608,56.16101782,8/18/2014 0:55
124,100,17,75,147,10.21197608,56.16101782,8/18/2014 1:00
120,105,19,76,149,10.21197608,56.16101782,8/18/2014 1:05
116,103,23,77,146,10.21197608,56.16101782,8/18/2014 1:10
114,100,21,79,151,10.21197608,56.16101782,8/18/2014 1:15
114,100,26,82,155,10.21197608,56.16101782,8/18/2014 1:20
